:TYPE,START_ID,END_ID,RELATION_DESC
研究,591059d255b542257a025211,5860ce3cbf6928795d4a214e,《万历十五年》（1587  a Year of No Significance: The Ming Dynasty in Decline）是历史学家黄仁宇最负盛名、也是体现其“大历史观”的一部明史研究专著。其著作主旨在书中末段看出：“当一个人口众多的国家，各人行动全凭儒家简单粗浅而又无法固定的原则所限制，而法律又缺乏创造性，则其社会发展的程度，必然受到限制。即便是宗旨善良，也不能补助技术之不及。”
年号,591059d255b542257a025211,591adc0c55b5427dfa020842,一般史家认为的明朝灭亡之起点，如万历十年（1582年）张居正去世，万历二十年（1592年）援朝鲜之战，万历三十一年间的“妖书案”，接下来万历四十三年（1615年）起的“三大案”（梃击案、红丸案、移宫案），万历四十七年（1619年）的萨尔浒之败等。与这些年份相比，万历十五年（1587年）虽然有海瑞、戚继光的去世，但终究只是无足轻重的一年，也即如其英文版的书名：无关紧要的1587年（1587  a Year of No Significance）。
出现,591adc0c55b5427dfa020842,59241b2655b54278ac0068ae,万历中兴指的是明朝万历帝时出现的短暂中兴局面。其中兴之势主要归功于张居正在朝政上的治绩。政治上推行新政，任用贤官；经济上实行“一条鞭法”，丈量全国土地，加强中央对粮食的宏观控制，还派遣潘季驯治理黄河；军事上革除军备废弛的种种弊端，加强军队训练，整顿海防。
包括,5860ce3cbf6928795d4a214e,5924128955b54278ac0000c7,清朝乾隆初年，刊行《明史》，加先前各史，总名“二十二史”。后来又增加了《旧唐书》，成为“二十三史”。从《永乐大典》中辑录出来的《旧五代史》也被列入。乾隆四年（1739年），经乾隆帝钦定，合称“二十四史”。并刊“武英殿本”。
记载,5860ce3cbf6928795d4a214e,59241e4955b54278ac009039,对于三大征的消耗，《明史》载：“宁夏用兵，费帑金二百余万。其冬，朝鲜用兵，首尾八年，费帑金七百余万。二十七年，播州用兵，又费帑金二三百万。三大征踵接，国用大匮”。又卷百二十三《王德完传》：“近岁宁夏用兵，费百八十余万；朝鲜之役，七百八十余万；播州之役，二百余万”。据此可以粗略统计出这八年间国家的军事开支高达一千一百六十余万两白银。
重大战役,59241e4955b54278ac009039,59244e8355b54278ac02b586,明神宗虽不上朝，但并不是不理政。“万历三大征”的胜利就是在不上朝的时期取得的。明神宗万历二十年至廿八年（公元1592－1600年）间，先后在中国西北、东北、西南边疆接连展开三次大规模军事行动。三役分别为平定蒙古人哱拜叛乱的宁夏之役、平定日本丰臣秀吉入侵朝鲜的朝鲜之役，以及平定贵州土司杨应龙叛乱的播州之役。明朝三战皆胜，史称“万历三大征”。
重大事件,59241e4955b54278ac009039,57c93da50bd1bee11a8b456f,万历三大征是明神宗万历二十年至二十年（1592－1600年）间，先后在中国西北、东北、西南边疆接连展开的三次大规模军事行动；三役分别为平定蒙古人哱拜叛乱的宁夏之役、平定日本丰臣秀吉入侵朝鲜的朝鲜之役，以及平定贵州土司杨应龙叛乱的播州之役。明朝三战皆胜，但国力亦损耗巨大。
属于,591adc0c55b5427dfa020842,57c93da50bd1bee11a8b456f,明朝是中国瓷器发展史上的一个重要阶段，特别是景德镇青花瓷和其他彩釉瓷的生产规模，工艺水平都达到了一个新的巅峰。明朝瓷器上的款识在种类、工艺、字体等方面也随之更趋完善，并开始流行在瓷器上题写帝王年号即官窑纪年款。民窑产品书写纪年款的也有，但字体较为草率，不及官窑规整。明朝享国276年，共传16帝，有帝王年号17个，但由于政治原因，洪武、建文、洪熙、正统、景泰、天顺、泰昌7个帝王年号的纪年款瓷器至今未曾被发现，故明代纪年款为十个，依次为：永乐、宣德、成化、弘治、正德、嘉靖、隆庆、万历、天启、崇祯。近来据传发现有明景泰、天顺朝官窑款，但未经证实。
中兴局面,57c93da50bd1bee11a8b456f,59241b2655b54278ac0068ae,万历中兴，亦称张居正改革，指的是明朝万历帝时出现的短暂中兴局面。其中兴之势主要归功于张居正在朝政上的治绩。政治上推行新政，任用贤官；经济上实行“一条鞭法”，丈量全国土地，加强中央对粮食的宏观控制，还派遣潘季驯治理黄河；军事上革除军备废弛的种种弊端，加强军队训练，整顿海防。
重大事件,57c93da50bd1bee11a8b456f,59244e8355b54278ac02b586,万历十年（1582年）六月二十日，内阁首辅张居正卒，万历十四年（1586年）后，神宗就开始连续不上朝。李太后年纪渐大，对神宗也实在无力管束。万历十七年（1589年）元旦，神宗以日食为由免去元旦朝贺。万历十七年十二月二十一日，大理寺左评事雒于仁上疏，称神宗沉湎于酒、色、财、气 。阁臣王家屏次日再上一本，自请罢官。最后明神宗竟三十年不上朝，只在万历四十三年（1615年）勉强到金銮殿上亮了一次相，许多朝臣都没见过皇帝一面，导致国力衰退。
属于,59244e8355b54278ac02b586,5924b02255b54278ac066831,矿税之弊，即明神宗（万历帝）在位期间与民争利的赋税措施。明神宗在位期间三十年不上朝的怠政现象，引发了一系列的不良影响，矿税之弊一般认为是怠政的一部分。
引发,59244e8355b54278ac02b586,59244e5255b54278ac02b331,明神宗因立太子之事与内阁争执长达十余年，最后索性三十年不出宫门、不理朝政、不郊、不庙、不朝、不见、不批、不讲，史称“万历怠政”。万历十四年（1586年）后，神宗就开始连续不上朝。李太后年纪渐大，对神宗也实在无力管束。万历十五年（1587年），为了躲避群臣的骚扰，万历帝宣布实行“静摄”，从此不上朝。
影响,59244e8355b54278ac02b586,5924269355b54278ac00fb3f,自从册封郑贵妃为皇贵妃引起群臣几乎一致的反对以来，明神宗对临朝听政十分厌恶。因为国本之争，大臣经常集体上疏，向明神宗施压。为了躲避群臣的骚扰，万历帝宣布实行“静摄”，从此经常不上朝。李太后年纪渐大，对神宗也实在无力管束。万历十四年（1586年）后，神宗就开始连续不上朝。
上疏反对,59244e8355b54278ac02b586,591ac29055b5427dfa017744,由于明神宗不理朝政，缺官现象非常严重。万历三十年（1602年），南北两京共缺尚书三名，侍郎十名；各地缺巡抚三名，布政使、按察使等六十六名，知府二十五名。叶向高曾疏曰：“今六部止有五人，都察院遂至空署。”且“候补科道久者二三年，近亦数月，旅食长安，茫无职事，销向用之心伤，平政之明所宜即行。”
导致,59244e8355b54278ac02b586,59241f0a55b54278ac009b6d,万历时起，朝政日趋腐败，东林党争是万历怠政时期严重败坏朝纲的事件，起因便是内阁缺人，顾宪成极力主张颇有政绩的淮扬巡抚李三才入阁，结果被反对李三才入阁的势力摸黑漫骂，东林党因此而起。东林党兴起后，朝中其它各党便集中火力攻击东林党。
影响,59244e8355b54278ac02b586,59104d1155b542257a012381,万历四十六年（1618年）四月十三日，努尔哈赤以“七大恨”告天，正式与明朝决裂。四月，后金兵克抚顺，朝野震惊，万历帝仍不以为意。方从哲奏请“速下章奏、发帑金。”大臣跪在文华门外，哀求明神宗增派援军，急发军饷，明神宗毫不理会。
影响,59244e8355b54278ac02b586,591049ba55b542257a00d85f,万历四十七年（1619年），辽东总兵杨镐四路进攻后金，在萨尔浒大败，死四万余人，开原、铁岭沦陷，北京震动。这时长期怠政的明神宗曾经有些转变，明神宗任用熊廷弼守辽东，屯兵筑城，才稍稍将东北局势扭转。但萨尔浒之战后辽东陷落，神宗郁郁寡欢，焦劳国事。万历四十八年（1620年），明神宗驾崩于弘德殿，享年58岁，葬于定陵。
影响,59244e8355b54278ac02b586,58413b81bf692850062f56a9,万历十年（1582年）六月二十日，内阁首辅张居正卒，万历十四年（1586年）后，神宗就开始连续不上朝。李太后年纪渐大，对神宗也实在无力管束。明神宗采取非常手段，摆脱张居正、冯保和李太后的影响和控制，之后不久便怠于政事。
上疏批评,59244e8355b54278ac02b586,59242f5155b54278ac01619c,万历十七年（1589年）元旦，神宗以日食为由免去元旦朝贺。万历十七年十二月二十一日，大理寺左评事雒于仁上疏，称神宗沉湎于酒、色、财、气。
间接促成,59244e8355b54278ac02b586,585cf337bf69280728d84b0f,申时行于首辅任上开创“章奏留中”及“经筵取消，改为进呈讲义”；其本意虽为拯救雒于仁并让不听大臣讲学的神宗至少可以自己看点文字，这两个惯例的养成都多少促成了万历怠政，并彻底切断皇帝与大臣们交流的渠道。
属于,59241e4955b54278ac009039,59243e0b55b54278ac01f287,播州之役归属于万历三大征，其他两次大规模军事行动分别为平定蒙古人哱拜叛乱的宁夏之役、平定日本丰臣秀吉入侵朝鲜的朝鲜之役。明朝三战皆胜，但国力亦损耗巨大。
属于,59241e4955b54278ac009039,59243e0955b54278ac01f268,宁夏之役归属于万历三大征，其他两次大规模军事行动分别为以及李化龙平定苗疆土司杨应龙叛变的播州之役、平定日本丰臣秀吉入侵朝鲜的朝鲜之役。明朝三战皆胜，但国力亦损耗巨大。
参与,59241e4955b54278ac009039,582c2ad805c3fbb316030571,万历二十年（1592年），李如松以提督陕西讨逆军务总兵官平定宁夏哱拜之乱。宁夏之役是李如松的成名之战。同年，提督蓟、辽、保定、山东诸军入朝鲜，在平壤之战中大破日军小西行长等部，歼敌近万，又火烧龙山大仓，破坏日军粮食补给，为壬辰抗倭援朝战争的胜利作出极大贡献。
参与,59241e4955b54278ac009039,592414c155b54278ac001db9,万历十九年（1597年），麻贵任备倭总兵参加万历援朝战争救援朝鲜?，抵挡日本入侵。万历二十年（1592年），明朝特调副麻贵驰援，贵率苍头军在攻城同时，阻击套部蒙古，斩获甚多。七月，麻贵等捣毁套部大营，追奔至贺兰山，将其尽逐出塞。麻贵因战功增加官阶，给予荫封。不久提拔为总兵官，镇守延绥。
参与,59241e4955b54278ac009039,591ac2f255b5427dfa017f5b,播州之役时，明朝起用前都御史李化龙兼兵部侍郎，节制川、湖、贵三省兵事，并调刘綎及麻贵、陈璘、董一元等南征。万历二十八年（1600年），征兵大集，二月，在总督李化龙指挥下，明军分兵八路进发，每路约三万人，平定播州。平定播州平定后，明廷取消土司制度，实行改土归流，置遵义、平越二府，分属四川、贵州两省。
参与,59241e4955b54278ac009039,592419ce55b54278ac0057a3,万历二十六年（1598年），邓子龙参加万历三大征中的万历朝鲜战争，于露梁海战中战死。
参与,59241e4955b54278ac009039,591adcba55b5427dfa020cc4,万历十九年（1591年），日本太阁（卸任关白）丰臣秀吉以“假道入唐”为名义，致函朝鲜国王宣祖李昖，表示将于次年春天假道朝鲜进攻明朝，要求请予协助。在久未获答复后，丰臣秀吉于万历二十年（1592年）突然派兵入侵，朝鲜节节溃败，并向宗主国明朝求救。随即明朝指示派兵前来支援。这场战争波及到了朝鲜南部乃至全境，其间曾于万历二十一年（1593年）议和并休战；但于万历二十五年（1597年）战事再度爆发。后期双方陷入胶着，最后由于丰臣秀吉的病逝，日本军队于1598年全部从朝鲜撤退，而日本占领朝鲜并以之为跳板进攻明朝的行动最终失败。
参与,59241e4955b54278ac009039,59246ba555b54278ac040d2f,哱拜为蒙古人，嘉靖年间投降明朝，以功升都指挥使。但暗中蓄养亡命之徒。万历十七年（1589年），哱拜以副总兵致仕，其子哱承恩袭为指挥使。万历二十年（1591年）三月，哱拜与刘东旸杀宁夏（今银川）巡抚党馨及副使石继芳，焚毁公署。逼总兵官张惟忠以党馨“扣饷激变”奏报，连陷河西四十七堡，占宁夏为王，史称“宁夏之役”。历二十年（1591年）九月，刘东旸杀土文秀。哱拜自尽，哱承恩等被部卒何世恩擒下，在西安处死。
参与,59241e4955b54278ac009039,5924509f55b54278ac02ccdf,播州之役是明朝万历年间镇压播州杨氏土司——杨应龙叛乱的一场战争，被视为明神宗三大征之一 。此役前后历时114天，耗费了湖广、四川、贵州三省财力，约二百余万两。平播之役后，明廷取消土司制度，实行改土归流，置遵义、平越二府，分属四川、贵州两省。
属于,59241e4955b54278ac009039,58f8847d55b54258e70016c5,万历朝鲜之役是1592年至1598年（大明万历二十年至二十六年；日本文禄元年至庆长三年）间，日本丰臣政权与大明王朝、朝鲜国之间爆发的战争，也是明朝万历三大征之一。中国明朝为抗倭援朝，派总大将李如松担任“防海御倭总兵官”。
评价,5860ce3cbf6928795d4a214e,58413b81bf692850062f56a9,张居正通识时变，勇于任事。神宗初政，起衰振隳，不可谓非干济才。而威柄之操，几于震主，卒致祸发身后。《书》：“曰臣罔以宠利居成功，可弗戒哉！
影响,59241f0b55b54278ac009b72,5924177e55b54278ac003c90,天启年间，御史贾继春上疏指责东林党人，“谓不由于新君御极之初，首劝主上以违忤先帝，逼逐庶母，表里交构，罗织不休，俾先帝龙体末寒，遂不能保其姬女。”于是两派官员争吵不已，直到明熹宗出面干涉，争论暂时停息。从万历时的两次妖书案，到后来的移宫案，表面上的问题都是源于“国本之争”，但实际上是进行激烈的东林党争，直到南明灭亡为止。
属于,5924177e55b54278ac003c90,59241f0b55b54278ac009b6f,直至万历二十九年（公元1601年），皇长子朱常洛二十岁，神宗在皇太后的施压下终于册立朱常洛为皇太子，常洵为福王，封地为洛阳。国本之争，演变成皇帝与士绅大臣的势力之争。结果，郑贵妃忍无可忍，终于爆发明朝立国以来最严重的宫廷仇杀事件——梃击案。
属于,5924177e55b54278ac003c90,59241f0b55b54278ac009b70,八月二十九日，泰昌帝召见内阁大臣，命身边太监速召李可灼进宫。李可灼诊视完毕，献上一颗红丸，此药为红色，故称“红丸”，以铅为主，以参茸为副。诸臣再三嘱咐李可灼慎重用药，泰昌帝则不断催促赶快和药。泰昌帝先饮汤，气直喘。待药入，即不喘，精神好转。于是称赞李可灼为“忠臣”。大臣们都心怀不安，等候在宫门外。日晡（bū），李可灼又进一丸。次日（九月初一）卯刻，泰昌帝驾崩。此时，距离他继承皇位整整一个月。这场因“红丸”引发的宫廷案件，被称为“红丸案”。
属于,5924177e55b54278ac003c90,59241f0b55b54278ac009b71,万历四十八年（公元1620年）九月六日，朱由校御奉天门，即皇帝位，改明年为天启元年。至此，李选侍争当皇太后、把持朝政的企图终成化影。李选侍虽已“移宫”，但斗争并未结束。“移宫”数日，哕鸾宫失火，经奋力抢救，才将李选侍母女救出。反对移宫的官员散发谣言：选侍投缳，其女投井，并说“皇八妹入井谁怜，未亡人雉经莫诉”，指责朱由校违背孝悌之道。朱由校在杨涟等人的支持下批驳了这些谣传，指出“朕令停选侍封号，以慰圣母在天之灵。厚养选侍及皇八妹，以遵皇考之意。尔诸臣可以仰体朕心矣”。至此，“移宫”风波才算暂告结束。
影响,5924177e55b54278ac003c90,59241f0a55b54278ac009b6d,天启年间，御史贾继春上疏指责东林党人，“谓不由于新君御极之初，首劝主上以违忤先帝，逼逐庶母，表里交构，罗织不休，俾先帝龙体末寒，遂不能保其姬女。”于是两派官员争吵不已，直到明熹宗出面干涉，争论暂时停息。从万历时的两次妖书案，到后来的移宫案，表面上的问题都是源于“国本之争”，但实际上是进行激烈的东林党争，直到南明灭亡为止。
影响,5924177e55b54278ac003c90,59244e5255b54278ac02b331,国本之争是明朝后期万历年间的大事，诸多大臣都涉及到此事件中，许多人还被惩罚。明末三大案的爆发，引起的东林党争也在这期间开始。
影响,59241f0b55b54278ac009b71,59241f0a55b54278ac009b6d,万历四十五年（1617年），浙党吏部尚书郑继之主持丁巳京察，是神宗朝最后一次京察，齐（亓诗教、周永春）、楚（官应震、吴亮嗣）、浙（姚允文、刘廷元）三党大肆斥逐东林党人。至此朋党之争，愈演愈烈。在这些党派中，最先以浙党势力较大，浙党首领沈一贯、方从哲都先后出任内阁首辅，在朝当政。后经“梃击”“红丸”“移宫”三案之后，光宗朱常洛即位，东林党因拥立有功而势力大盛。浙党落败，转而投效阉宦首脑魏忠贤。东林党争几乎变成了东林党与全国朋党集团之争。
发生于,59241f0b55b54278ac009b70,57c93da50bd1bee11a8b456f,红丸案是直接关系到明朝光宗皇帝朱常洛死亡的一起宫廷疑案，被称为明末三案之一。明光宗在八月初十日即开始生病；乾清宫宫内提督两司房、提督兵杖局掌印、御马监太监、圣济殿提督太监崔文昇进以大黄、芒硝为主的通利药解肠胃风热，服后一夜连泻三四十次，两日后辛酉光宗未上朝，阁臣方从哲等赴宫门候安，光宗说明数夜不得睡，白天亦吃的很少，头昏目眩，下不了床。乙丑日，郑养性请收还皇贵妃封后“成命”，允之。八月二十九日甲戊，光宗仍谕册立皇贵妃，当日皇帝服用了鸿胪寺丞李可灼进献的红丸前后二丸，病情稍缓，精神好转，直赞李为“忠臣”；但旋于九月一日（一说八月三十日）五更卯时殡天，在位仅29天。
影响,59241f0b55b54278ac009b70,59241f0a55b54278ac009b6d,在齐楚浙党党派中，最先以浙党势力较大，浙党首领沈一贯、方从哲都先后出任内阁首辅，在朝当政。后经“梃击”“红丸”“移宫”三案之后，光宗朱常洛即位，东林党因拥立有功而势力大盛。浙党落败，转而投效阉宦首脑魏忠贤。东林党争几乎变成了东林党与全国朋党集团之争。
引发,59241f0b55b54278ac009b6f,59244e5255b54278ac02b331,万历四十三年（1615年）五月，有一男子张差，手持枣木棍，闯进太子朱常洛居住的慈庆宫，击伤守门太监李鉴，太子内侍韩本用闻讯赶到，在前殿逮捕张差 。将他交给了东华门守卫指挥朱雄。由巡皇城御史刘廷元审问。张差被审时，供出是郑贵妃手下太监庞保、刘成引进的。一时间朝野哗然，时人怀疑郑贵妃想谋杀太子，但皇帝不愿深究，最后以疯癫奸徒罪将张差处以凌迟。又在宫中密杀了庞保、刘成二太监，以了此案，此案史称“梃击案”。在朝臣的压力下，神宗终于命常洵到洛邑就藩。梃击案实为国本之争的继续，而梃击案真相究竟如何，无人知晓。梃击案遂成为晚明三大疑案之一。
影响,59241f0b55b54278ac009b6f,59241f0a55b54278ac009b6d,万历四十五年（1617年），浙党吏部尚书郑继之主持丁巳京察，是神宗朝最后一次京察，齐（亓诗教、周永春）、楚（官应震、吴亮嗣）、浙（姚允文、刘廷元）三党大肆斥逐东林党人。至此朋党之争，愈演愈烈。在这些党派中，最先以浙党势力较大，浙党首领沈一贯、方从哲都先后出任内阁首辅，在朝当政。后经“梃击”“红丸”“移宫”三案之后，光宗朱常洛即位，东林党因拥立有功而势力大盛。浙党落败，转而投效阉宦首脑魏忠贤。东林党争几乎变成了东林党与全国朋党集团之争。
两次提名,591059d255b542257a025211,58492364bf6928045b311bc6,本书原写作语言为英文，初稿成于1976年夏季。本书的出版曾遭遇“无数挫折”。英文稿在美国多家出版社辗转，均因风格新异而不被接受。商业性质的出版社认为，本书虽然提及宫廷生活、妃嫔间恩怨，但又因海瑞而涉及明朝财政，因李贽而涉及中国思想，应属于学术著作。而大学出版社则认为这书既不像断代史，也不像专题论文，实在是不伦不类，也不愿承印。只有耶鲁大学出版社毅然排除成见，答应出版。1981年由耶鲁大学出版社（Yale University Press）印行（ISBN 0300028849），并获得美国国家书卷奖（American BookAwards）1982年和1983年历史类好书两次提名。
评价,591059d255b542257a025211,57e4cc8d0bd1bea771524e60,历史学家江政宽认为《万历十五年》中，黄仁宇对人物的刻画往往带有一点心理史学的影子，在以往，人物的心思一向是文学家驰骋的领域，黄仁宇虽然去揣测人物的想法、动机等，但不能意味这非历史研究，因为黄仁宇的推论或想像皆有广博的史料支撑，故应将之可视为“以文学手法撰成的历史著作”。也因如此，冰冷的历史在黄仁宇的笔下生动的展现在读者的眼前。不过黄仁宇的叙事体仍有其缺点：第一点、黄仁宇勾勒人物心思的笔法是经由“结果论”而产生的，因为历史已经发生过，所以黄仁宇才有能其推断，这与心理学家所使用的方式不同，因此黄仁宇的推断是否妥贴，还有待商榷。第二点、在历史想像的部分黄仁宇用的是“肯定”的语句表达，因此人物在无形中就被附加上了黄仁宇想像的性格，显然太过武断而不够谨慎，可谓历史想像发挥过了头。黄仁宇在书成后，寄往剑桥。李约瑟看完后，写信给他说：“哎呀，一切靠抽税而转移！”
主导,59244e8355b54278ac02b586,59045016977fd57b59a834d3,万历怠政，发生在明万历年间，指万历帝长达三十年（1589年－1619年）不上早朝的怠政现象。明神宗三十年不上朝，只在万历四十三年（1615年）勉强到金銮殿上亮了一次相，许多朝臣都没见过皇帝一面，导致国力衰退。
主导,59244e8355b54278ac02b586,59045016977fd57b59a834d3,黄仁宇提出与其他史学者不同的看法，指出此一年似是天下盛平，无重大动荡，实际上可能却是明朝发展至尽头而步向灭亡的一年。黄仁宇引用典籍，特别是《神宗实录》，就此年中发生的立储之争和一连串使万历帝感到大为不快的问题作分析，研究发生在万历帝身上的变化。黄仁宇指出，虽然最后万历帝在种种问题上妥协，但他由此怠政三十三年，可能是他对抗无效之后，对文官集团的一种报复方式。由此可以理解，明朝的皇帝表面看是有其无限权力，但终归也要受到传统文化和文官集团的掣肘。
加封,58413b81bf692850062f56a9,59045016977fd57b59a834d3,万历十年（1582年），张居正病卒，赠上柱国（功勋荣誉称号），谥文忠，在过世前十天，神宗加封为“太师”，为有明一代极少数生前受封此职大臣之一。然而，张居正逝世后，御史雷士帧等七名言官弹劾潘晟，神宗命潘致仕。潘晟乃张居正生前所荐，他的下台，标明了张居正的失宠。言官开始相继弹劾张居正“贪滥僭奢，招权树党”，于是神宗下令抄家，并削尽其宫秩，迫夺生前所赐玺书、四代诰命，以罪状示天下。一些老弱妇孺因为来不及退出被封闭于张府，饿死十七口，其中有三名婴儿，张居正险遭开棺鞭尸。面对此状，内阁大学士许国连上三疏求去，说：“昔日颠倒是非在小人，今乃在君子（言官），党同伐异，罔上行私。”皇帝迫于物议，恩准给张家留空宅一所，田十顷养张老太太赵氏，余子皆充军。
任命,59045016977fd57b59a834d3,585cf337bf69280728d84b0f,万历十三年（1585年），张四维居丧将要期满时病逝，申时行正式出任首辅。为政以维持局面、调和皇帝和御史等谏官之间矛盾为主要基调；虽拯救不少触怒皇帝者的性命，也因此被视为“首鼠两端”。
辞官,59045016977fd57b59a834d3,585cf337bf69280728d84b0f,万历十九年（1591年），申时行在择立储君问题上在明神宗和言官之间试图调和争论，被言官参劾，辞官回苏州闲居。
经历,59045016977fd57b59a834d3,59241f0b55b54278ac009b72,妖书案，发生于明万历廿六年（1598年）至卅一年（1603年），是一场由于国本之争引起的一连串东林党争事件，细节可分为“第一次妖书案”、“第二次妖书案”。另外还有两次的楚藩案，亦是妖书案的延续，故称“二书二楚”。
挑起,59045016977fd57b59a834d3,59244e5255b54278ac02b331,因神宗长子朱常洛为宫女所生，为神宗不喜。1586年，神宗宠妃郑氏产子后，神宗欲立郑氏为皇贵妃，立郑氏所生之子朱常洵为太子。由此引发数十年的国本之争，最终以1601年立朱常洛为太子，1615年命福王朱常洵前往封地结束。
审理,59045016977fd57b59a834d3,5924177e55b54278ac003c90,张差被捕后，供出幕后指使者是郑贵妃手下的太监庞保和刘成，朝臣因此怀疑是郑贵妃想要谋害太子，于是王志、何士晋、张问达上达奏疏谴责外戚郑国泰“专擅”。郑贵妃则惶惶不可终日，向皇上哭诉，神宗朱翊钧要她去向太子表明心迹，结果皇帝和太子不愿深究，加之神宗宠信郑贵妃，最后以疯癫奸徒罪将张差处以凌迟。
皇帝之一,59045016977fd57b59a834d3,57c93da50bd1bee11a8b456f,明神宗朱翊钧（1563年9月4日－1620年8月18日），或称万历帝，为明朝第13位皇帝，年号万历，是明穆宗朱载坖的第三子。隆庆六年（1572年），穆宗驾崩，九岁的朱翊钧登基，是为明神宗。在位48年，是明代在位时间最长的皇帝，谥号为“范天合道哲肃敦简光文章武安仁止孝显皇帝”。明神宗在位前十五年，明朝一度呈现中兴景象，史称万历中兴，而在位中期亦主持万历三大征，保护藩属，巩固疆土。他在张居正死后始亲政，因国本之争等问题而倦于朝政，自此不上朝，国家机器运转几乎停摆，征矿税亦被评一大病。万历年间也走向活泼和开放，利玛窦觐见万历帝，开始西学东渐，但同时朝廷内东林党争开始萌芽、塞外又有后金势力虎视眈眈，在其晚年占领明朝东北大部分地区，使明朝退守山海关，终走向灭亡的局面。
引发,59045016977fd57b59a834d3,5924b02255b54278ac066831,万历二十四年（1596年），明神宗诏开各处矿冶，并专派宦官为矿使、矿监，承旨四出勘查，乘机勒索钱财。从此，矿监横行天下，不市而征税，无矿而输银。
在位皇帝,59045016977fd57b59a834d3,591adc0c55b5427dfa020842,明朝第十三代皇帝是明神宗朱翊钧，年号万历（1572－1620年），万历十年（1582年）六月二十日，内阁首辅张居正去世，明神宗开始独裁统治，他贪财征税，沉湎于酒色之中（一说是染上鸦片烟瘾），又因立太子之事与内阁争执长达十余年。万历十四年（1586年）后，神宗开始连续不上朝，期间长达三十年，史称万历怠政。万历中期后虽然不上朝，但是不上朝之后没有宦官、外戚干政，也没有严嵩这样的奸臣，朝内党争也有所控制，日本入侵朝鲜、女真入侵和梃击案神宗都有反应，表示他还是有在看奏章，并透过一定的方式控制朝局。
经历,59045016977fd57b59a834d3,59241e4955b54278ac009039,万历三大征是明神宗万历二十年至二十八年（1592－1600年）间，先后在中国西北、东北、西南边疆接连展开的三次大规模军事行动；三役分别为平定蒙古人哱拜叛乱的宁夏之役、平定日本丰臣秀吉入侵朝鲜的朝鲜之役，以及平定贵州土司杨应龙叛乱的播州之役。明朝三战皆胜，但国力亦损耗巨大。
相关,59045016977fd57b59a834d3,59241b2655b54278ac0068ae,万历中兴指的是明朝万历帝时出现的短暂中兴局面。其中兴之势主要归功于张居正在朝政上的治绩。政治上推行新政，任用贤官；经济上实行“一条鞭法”，丈量全国土地，加强中央对粮食的宏观控制，还派遣潘季驯治理黄河；军事上革除军备废弛的种种弊端，加强军队训练，整顿海防。
上奏,59045016977fd57b59a834d3,59242f5155b54278ac01619c,万历十七年（1589年）十二月写《酒色财气四箴疏》：“皇上之恙，病在酒色财气也。夫纵酒则溃胃，好色则耗精，贪财则乱神，尚气则损肝”。神宗不欲外人得知，留中不发，从此皇帝将奏折留中，无限期扣押不予处理，遂成惯例。
经历,59045016977fd57b59a834d3,59243e0b55b54278ac01f287,明神宗万历二十八年（1600年），播州杨应龙作乱多年，并于于明万历二十四年（1596年）公然起兵反明。明军平乱，史称播州之役。
经历,59045016977fd57b59a834d3,59243e0955b54278ac01f268,宁夏之役，又称宁夏兵变、哱拜之乱，是指明万历二十年（1590年）明朝的宁夏地区的叛乱，是由嘉靖年间投降明朝的副总兵哱拜（当时已退休致仕）所主导的叛乱。主要叛乱的因素是贫穷的士兵自主产生的叛乱。这是明神宗统治下发生的万历三大征的其中之一。
解决,59045016977fd57b59a834d3,59241f0b55b54278ac009b6f,1615年明神宗万历四十三年梃击案发，杀张差结案。
应对,59045016977fd57b59a834d3,58f8847d55b54258e70016c5,万历十九年（1591年），日本太阁（卸任关白）丰臣秀吉以“假道入唐”为名义，致函朝鲜国王宣祖李昖，表示将于次年春天假道朝鲜进攻明朝，要求请予协助。在久未获答复后，丰臣秀吉于次年突然派兵入侵，朝鲜节节溃败，并向宗主国明朝求救。随即明朝指示派兵前来支援。这场战争波及到了朝鲜南部乃至全境，其间曾于万历二十一年（1593年）议和并休战；但于万历二十五年（1597年）战事再度爆发。后期双方陷入胶着，最后由于丰臣秀吉的病逝，日本军队于1598年全部从朝鲜撤退，而日本占领朝鲜并以之为跳板进攻明朝的行动最终失败。
封官,59045016977fd57b59a834d3,59104d1155b542257a012381,1583年明神宗万历十一年爱新觉罗努尔哈赤袭封为指挥使，起兵攻尼堪外兰。
发动,59045016977fd57b59a834d3,591049ba55b542257a00d85f,明神宗万历四十七年（1619年），抚顺等地接连失陷，让明神宗感到事态严重，决定出兵辽东，大举进攻后金。然而萨尔浒之战中被努尔哈赤彻底打垮，此役是明朝与后金在辽东地区进行的一场决定性的会战，明朝在此战后元气大伤。
影响,59045016977fd57b59a834d3,5924269355b54278ac00fb3f,李太后出身小商之家，有贪财好利的习性，万历日后怠于朝政而勇于敛财，可能是受其母的影响。万历帝曾对李太后表示：“年来无耻臣僚，尽货以献张、冯二家。”李太后不置可否，也让皇帝有十足的把握去抄张居正的家。
